#Common parameters
#ED = 1 ; Eq = 50 ; Tau_eff = 1 ; D = 10000 ; G = 0.00025 ; 
#nz = 500 ; nt = 5000 ; dt = 0.4 ; Tfin = 2000 ; app_z = 0 ; app_t = 0 ; 
#DPCM parameters:
#
#Coreallations   :  B  = 1 + i * 0 ;    C1  = 1 + i * 0 ;    C2  = 1 + i * 0
#Gratings      :  M0  = 5e-07 + i * 0 ;    M1f0  = 4e-05 + i * 0 ;    M2f0  = 4e-05 + i * 0 ;    
# Waves         :  A1  = 1 + i * 0 ;    A2  = 1 + i * 0 ;    
# Results:
# Time	Signal_l	Conjugate_l	Faning_l	Signal_r	Conjugate_r	Faning_r	
4.000000e-01	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	
8.000000e-01	9.783977e-01	4.341037e-06	2.159794e-02	9.783977e-01	4.341037e-06	2.159794e-02	1.000000e+00	
1.200000e+00	9.283264e-01	1.870517e-05	7.165490e-02	9.283264e-01	1.870517e-05	7.165490e-02	1.000000e+00	
1.600000e+00	8.677309e-01	4.474045e-05	1.322243e-01	8.677309e-01	4.474045e-05	1.322243e-01	1.000000e+00	
2.000000e+00	8.080549e-01	8.364190e-05	1.918615e-01	8.080549e-01	8.364190e-05	1.918615e-01	1.000000e+00	
2.400000e+00	7.551096e-01	1.362974e-04	2.447541e-01	7.551096e-01	1.362974e-04	2.447541e-01	1.000000e+00	
2.800000e+00	7.109229e-01	2.034601e-04	2.888736e-01	7.109229e-01	2.034601e-04	2.888736e-01	1.000000e+00	
3.200000e+00	6.754260e-01	2.858843e-04	3.242881e-01	6.754260e-01	2.858843e-04	3.242881e-01	1.000000e+00	
3.600000e+00	6.476014e-01	3.844130e-04	3.520142e-01	6.476014e-01	3.844130e-04	3.520142e-01	1.000000e+00	
4.000000e+00	6.261390e-01	5.000262e-04	3.733610e-01	6.261390e-01	5.000262e-04	3.733610e-01	1.000000e+00	
4.400000e+00	6.097588e-01	6.338627e-04	3.896073e-01	6.097588e-01	6.338627e-04	3.896073e-01	1.000000e+00	
4.800000e+00	5.973436e-01	7.872281e-04	4.018692e-01	5.973436e-01	7.872281e-04	4.018692e-01	1.000000e+00	
5.200000e+00	5.879732e-01	9.615947e-04	4.110652e-01	5.879732e-01	9.615947e-04	4.110652e-01	1.000000e+00	
5.600000e+00	5.809157e-01	1.158598e-03	4.179257e-01	5.809157e-01	1.158598e-03	4.179257e-01	1.000000e+00	
6.000000e+00	5.756007e-01	1.380032e-03	4.230193e-01	5.756007e-01	1.380032e-03	4.230193e-01	1.000000e+00	
6.400000e+00	5.715901e-01	1.627846e-03	4.267820e-01	5.715901e-01	1.627846e-03	4.267820e-01	1.000000e+00	
6.800000e+00	5.685503e-01	1.904144e-03	4.295455e-01	5.685503e-01	1.904144e-03	4.295455e-01	1.000000e+00	
7.200000e+00	5.662290e-01	2.211179e-03	4.315598e-01	5.662290e-01	2.211179e-03	4.315598e-01	1.000000e+00	
